OrgNr,PeOrgNr,Företagsnamn,Firma,Juridisk form,Privat/Publikt,Registreringsdatum,Startdatum,Slutdatum,Bolagsstatus,Företagsstatus,Bransch_1,"Bransch_1, kod",Säteskommun,Säteslän,ARegion,PostAdress,PostNr,PostOrt,E-post,Telefon,Fskattstatus,Momsstatus,Arbetsgivarstatus,Storleksklass SME,Utskick,Reklam
5595791004,165595791004,Camitz Byggkonsult AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Teknisk konsultverksamhet inom bygg- och anläggningsteknik,71121,Osby,Skåne,Hässleholm,GÖINGEGATAN 30,283 35,OSBY,mattias@camitzbyggkonsult.se,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791012,165595791012,IL Kaic AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Linköping,Östergötland,Linköping,FREDRIKSLUNDSGATAN 11,589 39,LINKÖPING,consulting.kaic@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791020,165595791020,AI Kollegorna AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Nacka,Stockholm,Stockholm/Södertälje,SICKLASTRÅKET 15,131 55,NACKA,Anton.pernvik@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791038,165595791038,RoboLabs AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Västerås,Västmanland,Västerås,ANDERSLUNDSGATAN 8,722 18,VÄSTERÅS,hadialsehnawi@outlook.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791046,165595791046,Ultimus Dynamic Bromma AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Stockholm,Stockholm,Stockholm/Södertälje,SNÄCKPARKEN 3,167 53,BROMMA,henrik.tjarnstrom@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791053,165595791053,GMed Consulting AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Sjuksköterske- och barnmorskeverksamhet,86940,Göteborg,Västra Götaland,Göteborg,DOKTOR ALLARDS GATA 68,413 25,GÖTEBORG,grchalkia@gmail.com,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791061,165595791061,JA Foto & Media AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Vårgårda,Västra Götaland,Göteborg,BORÅSVÄGEN 39 D,447 34,VÅRGÅRDA,jenny_abrahamsson@hotmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791079,165595791079,Mfg Ekomiq AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Västerås,Västmanland,Västerås,MESANGATAN 6,723 56,VÄSTERÅS,Mia.fredberg@outlook.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791087,165595791087,Akleja Specialistklinik Gastro & Endoskopi AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Borås,Västra Götaland,Borås,VÄSTERLÅNGGATAN 20,503 30,BORÅS,Mahsa.nordqvist@aklejakvinnoklinik.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791095,165595791095,Linda Sammons AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Säter,Dalarna,Borlänge/Falun,FOGDEGATAN 38,783 34,SÄTER,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791103,165595791103,Barman Advisory AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Konsultverksamhet avseende företags organisation,70200,Göteborg,Västra Götaland,Göteborg,TEATERGATAN 36  LGH 1501,411 35,GÖTEBORG,frank.barman@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791111,165595791111,Idrottsrehab Halmstad AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Halmstad,Halland,Halmstad,MARGARETAGATAN 44,302 66,HALMSTAD,Filipjosefsson92@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791129,165595791129,Famera Lokaler 6 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,KUNGSGATAN 12,352 33,VÄXJÖ,johan@famera.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791152,165595791152,DLD Invest AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Västerås,Västmanland,Västerås,FALLHAMMARGATAN 8,721 33,VÄSTERÅS,viktor@readyekonomi.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791160,165595791160,Carboglace AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Sollentuna,Stockholm,Stockholm/Södertälje,LANDSVÄGEN 15,192 72,SOLLENTUNA,chllgren@icloud.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791178,165595791178,Elean i Sverige AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Detaljhandel med tobaksvaror,47260,Karlstad,Värmland,Karlstad,KARLAGATAN 12,652 23,KARLSTAD,mrtelbani48@gmail.com,,Är registrerad för F-skatt,Är registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791186,165595791186,Naitive ERP AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Kristianstad,Skåne,Kristianstad,KLUBBGATAN 11,291 66,KRISTIANSTAD,a.strandhagen@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791194,165595791194,Snickerier Apart AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Botkyrka,Stockholm,Stockholm/Södertälje,DOMAREBACKEN 50,145 57,NORSBORG,Snickare.se@gmail.com,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791202,165595791202,Sandor & Lasse Fastigheter AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Jönköping,Jönköping,Jönköping,ÖRNABERGSVÄGEN 10,562 32,NORRAHAMMAR,fritid@sandorlasse.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791228,165595791228,Grundbulten 160898 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791236,165595791236,Grundbulten 160899 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791244,165595791244,Grundbulten 160896 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791251,165595791251,Grundbulten 160897 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791269,165595791269,Grundbulten 160875 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791277,165595791277,Grundbulten 160878 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791285,165595791285,Grundbulten 160879 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791293,165595791293,Grundbulten 160876 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791301,165595791301,Grundbulten 160877 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791319,165595791319,Grundbulten 160882 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791327,165595791327,Grundbulten 160883 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791335,165595791335,Grundbulten 160880 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791343,165595791343,Grundbulten 160881 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791350,165595791350,Grundbulten 160886 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791368,165595791368,Grundbulten 160887 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791376,165595791376,Nyberget Stål & Lyft AB,,Övriga aktiebolag,Privat,2026-04-07,2026-04-13,,Normalläge,Är verksam,Annan övrig specialiserad bygg- och anläggningsverksamhet,43999,Torsby,Värmland,Karlstad,LETAFORS 8,680 60,SYSSLEBÄCK,,,Är registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791384,165595791384,Grundbulten 160884 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791392,165595791392,Grundbulten 160885 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791400,165595791400,Grundbulten 160890 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791418,165595791418,Grundbulten 160891 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791426,165595791426,Grundbulten 160888 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791434,165595791434,Grundbulten 160889 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791442,165595791442,Grundbulten 160894 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791459,165595791459,Grundbulten 160895 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791467,165595791467,Grundbulten 160892 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791475,165595791475,Grundbulten 160893 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791483,165595791483,Grundbulten 160850 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
5595791491,165595791491,Grundbulten 160851 AB,,Övriga aktiebolag,Privat,2026-04-07,,,Normalläge,Har aldrig varit verksam,Okänd,00000,Växjö,Kronoberg,Växjö,BOX 427,351 06,VÄXJÖ,startaforetag@fortnox.se,,Har aldrig varit registrerad för F-skatt,Har aldrig varit registrerad för moms,Har aldrig varit registrerad som arbetsgivare,0 anställda,Postadress är OK,"Tar emot reklam, ej telefonnummerspärrat"
